FY_Ending,CASSR_CODE,GEOGRAPHY_CODE,REGION_GO_CODE,CareType_KEY,AgeBand_KEY,PrimarySupportReason_KEY,SupportSetting_KEY,Purpose_KEY,CarerSupportType_KEY,DataType_KEY,TOTALEXPENDITURE,TOTALINCOME,NETTOTALEXPENDITURE,GROSSTOTALEXPENDITURE,NETCURRENTEXPENDITURE,GROSSCURRENTEXPENDITURE
2017,415,E06000019,E12000005,2,2,5,7,,,1,847.028014,153.0561575,693.9718565,832.2703265,693.9718565,832.2703265
2017,415,E06000019,E12000005,2,2,5,9,,,1,31.65458,3.4698,28.18478,31.65458,28.18478,31.65458
2017,415,E06000019,E12000005,2,2,6,2,,,1,2035.56308,1364.112035,671.4510446,2020.899825,671.4510446,2020.899825
2017,415,E06000019,E12000005,2,2,6,5,,,1,0,0,0,0,0,0
2017,415,E06000019,E12000005,2,2,6,6,,,1,5025.41515,2417.130102,2608.285048,4088.102018,2608.285048,4088.102018
2017,415,E06000019,E12000005,2,2,6,7,,,1,8641.542362,3097.851328,5543.691034,8470.363624,5543.691034,8470.363624
2017,415,E06000019,E12000005,2,2,7,2,,,1,155.23832,5.75852,149.4798,155.23832,149.4798,155.23832
2017,415,E06000019,E12000005,2,2,7,3,,,1,0,0,0,0,0,0
2017,415,E06000019,E12000005,2,2,7,4,,,1,0,0,0,0,0,0
2017,415,E06000019,E12000005,2,2,7,5,,,1,0,0,0,0,0,0
2017,415,E06000019,E12000005,2,2,7,6,,,1,101.21201,47.59677,53.61524,97.61524,53.61524,97.61524
2017,415,E06000019,E12000005,2,2,7,7,,,1,30.16252,17.67857953,12.48394047,28.48394047,12.48394047,28.48394047
2017,415,E06000019,E12000005,2,2,7,9,,,1,16.16429,0,16.16429,16.16429,16.16429,16.16429
2017,415,E06000019,E12000005,2,2,13,2,,,1,79.80709,7.0752,72.73189,79.80709,72.73189,79.80709
2017,415,E06000019,E12000005,2,2,13,5,,,1,0,0,0,0,0,0
2017,415,E06000019,E12000005,2,2,13,6,,,1,1516.92706,286.5815396,1230.34552,1463.97835,1230.34552,1463.97835
2017,415,E06000019,E12000005,2,2,13,7,,,1,1442.96833,454.28864,988.67969,1442.96833,988.67969,1442.96833
2017,415,E06000019,E12000005,2,3,4,3,,,2,-0.46943,0,-0.46943,-0.46943,-0.46943,-0.46943
2017,415,E06000019,E12000005,2,3,7,1,,,2,1.19824,0,1.19824,1.19824,1.19824,1.19824
2017,415,E06000019,E12000005,2,4,4,1,,,2,-2.32E-14,0.26114,-0.26114,-2.20E-14,-0.26114,-2.20E-14
2017,415,E06000019,E12000005,2,4,5,1,,,2,9.39685,0.71561,8.68124,9.39685,8.68124,9.39685
2017,415,E06000019,E12000005,2,4,5,5,,,2,0,0,0,0,0,0
2017,415,E06000019,E12000005,2,4,7,1,,,2,8.4648,5,3.4648,8.4648,3.4648,8.4648
2017,415,E06000019,E12000005,2,5,4,1,,,2,4.02695,0.426385107,3.600564893,3.816004893,3.600564893,3.816004893
2017,415,E06000019,E12000005,2,5,4,5,,,2,0,0,0,0,0,0
2017,415,E06000019,E12000005,2,5,5,2,,,2,8.4116,50.48797168,-42.07637168,7.908238317,-42.07637168,7.908238317
2017,415,E06000019,E12000005,2,5,5,4,,,2,0,0,0,0,0,0
2017,415,E06000019,E12000005,2,5,6,1,,,2,781.94395,165.5450803,616.3988697,750.7914997,616.3988697,750.7914997
2017,415,E06000019,E12000005,2,5,7,1,,,2,0.01967,1,-0.98033,0.01967,-0.98033,0.01967
2017,415,E06000019,E12000005,2,5,7,7,,,2,22.86347,14.27237885,8.591091145,21.59109115,8.591091145,21.59109115
2017,415,E06000019,E12000005,2,5,13,1,,,2,40.87228,8.82084,32.05144,40.87228,32.05144,40.87228
2017,415,E06000019,E12000005,3,,2,,,,1,5757,1046.746,4710.254,5726.254,4710.254,5726.254
2017,415,E06000019,E12000005,3,,8,,,,1,7830,1442,6388,6388,6388,6388
2017,415,E06000019,E12000005,4,1,6,,2,,1,81.47713,13.41364,68.06349,68.06349,68.06349,68.06349
2017,415,E06000019,E12000005,4,1,13,,2,,1,5.53813,0.78103,4.7571,4.7571,4.7571,4.7571
2017,415,E06000019,E12000005,4,2,4,,2,,1,11.82091,3.29153,8.52938,8.52938,8.52938,8.52938
2017,415,E06000019,E12000005,4,2,5,,2,,1,74.28926,12.56582,61.72344,61.72344,61.72344,61.72344
2017,415,E06000019,E12000005,4,2,6,,1,,1,0,0,0,0,0,0
2017,415,E06000019,E12000005,4,2,7,,2,,1,9.31231,7.80398,1.50833,1.50833,1.50833,1.50833
2017,415,E06000019,E12000005,4,2,13,,1,,1,0,0,0,0,0,0
2017,415,E06000019,E12000005,4,4,5,,1,,2,0,0,0,0,0,0
2017,218,E10000023,E12000003,4,1,5,,2,,1,188.4477663,29.80127732,158.6464889,186.2402642,58.20498783,85.79876313
2017,218,E10000023,E12000003,4,1,6,,2,,1,1170.829317,143.4876316,1027.341685,1160.895558,1027.341685,1160.895558
2017,218,E10000023,E12000003,4,2,5,,1,,1,0,0,0,0,0,0
2017,218,E10000023,E12000003,4,2,6,,1,,1,0,0,0,0,0,0
2017,218,E10000023,E12000003,4,3,4,,1,,2,0,0,0,0,0,0
2017,218,E10000023,E12000003,4,3,5,,2,,2,0,0,0,0,0,0
2017,218,E10000023,E12000003,4,3,7,,1,,2,0,0,0,0,0,0
2017,218,E10000023,E12000003,4,4,6,,1,,2,0,0,0,0,0,0
2017,218,E10000023,E12000003,4,4,7,,2,,2,0,0,0,0,0,0
2017,218,E10000023,E12000003,4,4,13,,2,,2,0,0,0,0,0,0
2017,218,E10000023,E12000003,4,5,5,,2,,2,0,0,0,0,0,0
2017,218,E10000023,E12000003,4,5,6,,2,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,1,4,5,,,1,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,1,4,9,,,1,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,1,5,1,,,1,82,7,75,82,75,82
2017,219,E06000014,E12000003,2,1,5,4,,,1,259,0,259,259,259,259
2017,219,E06000014,E12000003,2,1,5,7,,,1,875,278,597,657,597,657
2017,219,E06000014,E12000003,2,1,6,2,,,1,1385,776,609,923,609,923
2017,219,E06000014,E12000003,2,1,6,3,,,1,320,294,26,128,-16,86
2017,219,E06000014,E12000003,2,1,6,7,,,1,751,120,631,684,631,684
2017,219,E06000014,E12000003,2,1,7,5,,,1,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,1,7,6,,,1,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,1,7,9,,,1,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,1,13,5,,,1,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,1,13,6,,,1,43,0,43,43,43,43
2017,219,E06000014,E12000003,2,2,4,3,,,1,240,0,240,240,240,240
2017,219,E06000014,E12000003,2,2,4,6,,,1,32,14,18,32,18,32
2017,219,E06000014,E12000003,2,2,6,1,,,1,853,204,649,705,649,705
2017,219,E06000014,E12000003,2,2,6,4,,,1,2891,0,2891,2891,2890,2890
2017,219,E06000014,E12000003,2,2,7,3,,,1,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,2,13,3,,,1,12,0,12,12,12,12
2017,219,E06000014,E12000003,2,2,13,9,,,1,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,4,1,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,4,4,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,4,7,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,5,3,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,5,6,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,6,3,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,6,5,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,6,6,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,6,9,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,7,1,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,7,4,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,3,13,1,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,4,4,2,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,4,4,3,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,4,6,1,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,4,7,2,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,4,7,3,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,4,7,7,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,4,13,7,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,5,5,2,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,5,5,7,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,5,6,2,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,5,6,3,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,5,6,7,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,5,7,5,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,5,7,6,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,5,7,9,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,5,13,5,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,2,5,13,6,,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,3,,1,,,,1,1425,447,978,978,978,978
2017,219,E06000014,E12000003,3,,10,,,,1,0,0,0,0,0,0
2017,219,E06000014,E12000003,4,1,5,,2,,1,4,4,0,0,0,0
2017,219,E06000014,E12000003,4,1,13,,1,,1,0,0,0,0,0,0
2017,219,E06000014,E12000003,4,2,5,,1,,1,13,8.515283843,4.484716157,4.484716157,4.484716157,4.484716157
2017,219,E06000014,E12000003,4,2,6,,2,,1,944,944,0,0,0,0
2017,219,E06000014,E12000003,4,3,4,,2,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,4,3,7,,2,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,4,3,13,,1,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,4,4,6,,1,,2,0,0,0,0,0,0
2017,219,E06000014,E12000003,4,5,13,,1,,2,0,0,0,0,0,0
2017,304,E08000001,E12000002,2,1,4,9,,,1,455,0,455,455,455,455
2017,304,E08000001,E12000002,2,1,5,1,,,1,494,1,493,493,493,493
2017,304,E08000001,E12000002,2,1,5,7,,,1,1034,125,909,989,909,989
2017,304,E08000001,E12000002,2,1,6,2,,,1,907,302,605,605,605,605
2017,304,E08000001,E12000002,2,1,6,7,,,1,561,132,429,507,429,507
2017,304,E08000001,E12000002,2,1,7,3,,,1,0,0,0,0,0,0
2017,304,E08000001,E12000002,2,1,7,5,,,1,0,7,-7,0,-7,0
2017,304,E08000001,E12000002,2,1,7,6,,,1,0,0,0,0,0,0
2017,304,E08000001,E12000002,2,1,7,9,,,1,0,0,0,0,0,0
2017,304,E08000001,E12000002,2,1,13,3,,,1,7,0,7,7,7,7
2017,304,E08000001,E12000002,2,1,13,5,,,1,0,5,-5,0,-5,0
2017,304,E08000001,E12000002,2,1,13,6,,,1,0,0,0,0,0,0
2017,304,E08000001,E12000002,2,2,4,2,,,1,112,11,101,101,101,101
2017,304,E08000001,E12000002,2,2,4,3,,,1,93,0,93,93,93,93
2017,304,E08000001,E12000002,2,2,4,6,,,1,111,75,36,63,36,63
2017,304,E08000001,E12000002,2,2,5,5,,,1,0,144,-144,0,-144,0
2017,304,E08000001,E12000002,2,2,5,9,,,1,134,1,133,133,133,133
2017,304,E08000001,E12000002,2,2,6,1,,,1,2879,45,2834,2834,2834,2834
2017,415,E06000019,E12000005,4,5,4,,1,,2,0,0,0,0,0,0
2017,415,E06000019,E12000005,4,5,5,,2,,2,0.70245,0,0.70245,0.70245,0.70245,0.70245
2017,415,E06000019,E12000005,4,5,7,,1,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,1,4,2,,,1,1812.263277,2.65356,1809.609717,1810.046149,1809.609717,1810.046149
2017,416,E10000034,E12000005,2,1,4,4,,,1,12550.59327,117.5180949,12433.07517,12547.49614,12433.07517,12547.49614
2017,416,E10000034,E12000005,2,1,4,5,,,1,0,1209.151919,-1209.151919,0,-1209.151919,0
2017,416,E10000034,E12000005,2,1,4,6,,,1,1410.688026,216.293904,1194.394122,1353.275901,1194.394122,1353.275901
2017,416,E10000034,E12000005,2,1,4,7,,,1,22398.03288,2444.473582,19953.55929,21607.50092,19953.55929,21607.50092
2017,416,E10000034,E12000005,2,1,4,9,,,1,951.4793221,148.3529875,803.1263346,951.4793221,803.1263346,951.4793221
2017,416,E10000034,E12000005,2,1,5,4,,,1,1193.479249,289.3188769,904.160372,905.4460008,904.160372,905.4460008
2017,416,E10000034,E12000005,2,1,5,9,,,1,12.6847789,1.6668875,11.0178914,12.6847789,11.0178914,12.6847789
2017,416,E10000034,E12000005,2,1,6,4,,,1,456.6266631,13.1482815,443.4783816,447.335268,443.4783816,447.335268
2017,416,E10000034,E12000005,2,1,6,7,,,1,2117.232134,150.2012424,1967.030891,2117.232134,1967.030891,2117.232134
2017,416,E10000034,E12000005,2,1,6,9,,,1,32.0723367,5.0006625,27.0716742,32.0723367,27.0716742,32.0723367
2017,416,E10000034,E12000005,2,1,7,4,,,1,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,1,7,6,,,1,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,1,7,7,,,1,28,0,28,28,28,28
2017,416,E10000034,E12000005,2,1,13,4,,,1,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,1,13,6,,,1,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,1,13,7,,,1,17,0,17,17,17,17
2017,416,E10000034,E12000005,2,1,13,9,,,1,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,2,4,1,,,1,87.6334813,5.0347711,82.5987102,85.3578623,82.5987102,85.3578623
2017,416,E10000034,E12000005,2,2,4,7,,,1,2497.170575,275.2921509,2221.878424,2407.195181,2221.878424,2407.195181
2017,416,E10000034,E12000005,2,2,5,2,,,1,723.3762392,70.3602734,653.0159658,659.0160141,653.0159658,659.0160141
2017,416,E10000034,E12000005,2,2,5,5,,,1,0,133.3633932,-133.3633932,0,-133.3633932,0
2017,416,E10000034,E12000005,2,2,5,6,,,1,2714.041756,1190.669922,1523.371834,2014.723856,1523.371834,2014.723856
2017,416,E10000034,E12000005,2,2,5,7,,,1,3883.703826,1291.881249,2591.822577,3582.376921,2591.822577,3582.376921
2017,416,E10000034,E12000005,2,2,6,2,,,1,18089.99751,1356.933043,16733.06447,16893.80006,16733.06447,16893.80006
2017,416,E10000034,E12000005,2,2,6,5,,,1,0,3602.547149,-3602.547149,0,-3602.547149,0
2017,416,E10000034,E12000005,2,2,7,2,,,1,586.2800664,44.6619915,541.6180749,546.9344364,541.6180749,546.9344364
2017,416,E10000034,E12000005,2,2,7,4,,,1,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,2,7,5,,,1,0,117.8728073,-117.8728073,0,-117.8728073,0
2017,416,E10000034,E12000005,2,2,7,9,,,1,0.057,0,0.057,0.057,0.057,0.057
2017,416,E10000034,E12000005,2,2,13,2,,,1,1956.958309,14.8873305,1942.070978,1943.843099,1942.070978,1943.843099
2017,416,E10000034,E12000005,2,2,13,5,,,1,0,58.7042979,-58.7042979,0,-58.7042979,0
2017,416,E10000034,E12000005,2,3,4,3,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,3,4,4,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,3,4,9,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,3,6,3,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,3,6,6,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,3,7,3,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,3,13,3,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,4,4,3,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,4,7,1,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,5,5,1,,,2,0,0,0,0,0,0
2017,324,E06000008,E12000002,2,1,13,7,,,1,22,193,-171,-168,-171,-168
2017,324,E06000008,E12000002,2,1,13,9,,,1,1,0,1,1,1,1
2017,324,E06000008,E12000002,2,2,4,2,,,1,127,19,108,127,108,127
2017,324,E06000008,E12000002,2,2,4,5,,,1,0,0,0,0,0,0
2017,324,E06000008,E12000002,2,2,5,2,,,1,130,20,110,130,110,130
2017,324,E06000008,E12000002,2,2,5,4,,,1,87,13,74,87,74,87
2017,324,E06000008,E12000002,2,2,5,5,,,1,0,0,0,0,0,0
2017,324,E06000008,E12000002,2,2,5,7,,,1,1310,197,1113,1310,1113,1310
2017,324,E06000008,E12000002,2,2,5,9,,,1,4,0,4,4,4,4
2017,324,E06000008,E12000002,2,2,6,1,,,1,541,81,460,541,460,541
2017,324,E06000008,E12000002,2,2,7,1,,,1,7,1,6,7,6,7
2017,324,E06000008,E12000002,2,2,7,5,,,1,0,0,0,0,0,0
2017,324,E06000008,E12000002,2,2,7,7,,,1,327,50,277,327,277,327
2017,324,E06000008,E12000002,2,2,13,1,,,1,81,13,68,81,68,81
2017,324,E06000008,E12000002,2,3,4,3,,,2,109,14,95,109,95,109
2017,324,E06000008,E12000002,2,3,5,3,,,2,12,2,10,12,10,12
2017,324,E06000008,E12000002,2,3,6,3,,,2,28,4,24,28,24,28
2017,324,E06000008,E12000002,2,3,6,9,,,2,44,0,44,44,44,44
2017,324,E06000008,E12000002,2,3,13,3,,,2,98,5,93,98,76,81
2017,324,E06000008,E12000002,2,4,5,1,,,2,13,2,11,13,11,13
2017,324,E06000008,E12000002,2,5,4,1,,,2,0,0,0,0,0,0
2017,324,E06000008,E12000002,2,5,5,1,,,2,0,0,0,0,0,0
2017,324,E06000008,E12000002,2,5,7,1,,,2,2,0,2,2,2,2
2017,324,E06000008,E12000002,3,,1,,,,1,917,535,382,382,382,382
2017,324,E06000008,E12000002,3,,10,,,,1,473,124,349,393,349,393
2017,324,E06000008,E12000002,3,,12,,,2,1,0,0,0,0,0,0
2017,324,E06000008,E12000002,4,1,4,,2,,1,253,38,215,253,215,253
2017,324,E06000008,E12000002,4,1,6,,2,,1,139,21,118,139,118,139
2017,324,E06000008,E12000002,4,1,7,,2,,1,0,0,0,0,0,0
2017,324,E06000008,E12000002,4,1,13,,2,,1,0,0,0,0,0,0
2017,324,E06000008,E12000002,4,2,4,,1,,1,0,0,0,0,0,0
2017,324,E06000008,E12000002,4,2,5,,2,,1,9,1,8,9,8,9
2017,324,E06000008,E12000002,4,2,6,,1,,1,0,0,0,0,0,0
2017,324,E06000008,E12000002,4,2,7,,1,,1,0,0,0,0,0,0
2017,324,E06000008,E12000002,4,2,13,,1,,1,0,0,0,0,0,0
2017,324,E06000008,E12000002,4,5,5,,1,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,1,5,1,,,1,175,8,167,175,167,175
2017,325,E06000009,E12000002,2,1,6,1,,,1,1101,24,1077,1101,1077,1101
2017,325,E06000009,E12000002,2,1,7,1,,,1,55,2,53,55,53,55
2017,325,E06000009,E12000002,2,1,13,1,,,1,43,1,42,43,42,43
2017,325,E06000009,E12000002,2,2,4,3,,,1,323,7,316,318,286,288
2017,325,E06000009,E12000002,2,2,6,3,,,1,104,50,54,66,48,60
2017,325,E06000009,E12000002,2,2,13,3,,,1,324,313,11,102,1,92
2017,325,E06000009,E12000002,2,3,4,1,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,5,2,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,5,6,1,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,5,7,1,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,2,5,13,1,,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,3,,1,,,,1,1385.49584,807.22898,578.26686,581.11184,578.26686,581.11184
2017,416,E10000034,E12000005,3,,10,,,,1,33.9544683,9.6448323,24.309636,24.6630732,24.309636,24.6630732
2017,416,E10000034,E12000005,4,1,4,,2,,1,8.423026106,7.498640402,0.924385704,1.027177338,0.924385704,1.027177338
2017,416,E10000034,E12000005,4,1,5,,2,,1,0.765729646,0.681694582,0.084035064,0.093379758,0.084035064,0.093379758
2017,416,E10000034,E12000005,4,1,6,,2,,1,165.7804684,147.586877,18.19359136,20.21671761,18.19359136,20.21671761
2017,416,E10000034,E12000005,4,1,7,,2,,1,2.297188938,2.045083746,0.252105192,0.280139274,0.252105192,0.280139274
2017,416,E10000034,E12000005,4,1,13,,2,,1,0,0,0,0,0,0
2017,416,E10000034,E12000005,4,2,4,,1,,1,195.8740674,14.63923538,181.2348321,192.2918989,181.2348321,192.2918989
2017,416,E10000034,E12000005,4,2,5,,1,,1,336.8306601,146.8687269,189.9619332,253.2017904,189.9619332,253.2017904
2017,416,E10000034,E12000005,4,2,6,,1,,1,3343.287066,1964.153397,1379.133669,1675.626124,1379.133669,1675.626124
2017,416,E10000034,E12000005,4,2,7,,1,,1,240.4260206,126.2782593,114.1477613,138.5612133,114.1477613,138.5612133
2017,416,E10000034,E12000005,4,2,7,,2,,1,134.7684177,119.9782464,14.79017126,16.43483741,14.79017126,16.43483741
2017,416,E10000034,E12000005,4,2,13,,1,,1,144.388918,58.2714638,86.11745418,112.043438,86.11745418,112.043438
2017,416,E10000034,E12000005,4,3,4,,2,,2,0,0,0,0,0,0
2017,416,E10000034,E12000005,4,5,7,,1,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,1,4,1,,,1,1655.233,36.868,1618.365,1618.365,1618.365,1618.365
2017,417,E06000051,E12000005,2,1,5,2,,,1,655.394,26.332,629.062,629.062,629.062,629.062
2017,417,E06000051,E12000005,2,1,5,5,,,1,0,46.763,-46.763,0,-46.763,0
2017,417,E06000051,E12000005,2,1,5,6,,,1,63.71,4.99,58.72,59.623,58.72,59.623
2017,417,E06000051,E12000005,2,1,5,7,,,1,1001.293,153.337,847.956,879.916,847.956,879.916
2017,417,E06000051,E12000005,2,1,6,1,,,1,2453.104,92.609,2360.495,2360.495,2360.495,2360.495
2017,417,E06000051,E12000005,2,1,6,5,,,1,0,645.963,-645.963,0,-645.963,0
2017,417,E06000051,E12000005,2,1,7,2,,,1,0.026,0,0.026,0.026,0.026,0.026
2017,417,E06000051,E12000005,2,1,7,5,,,1,0,0.013,-0.013,0,-0.013,0
2017,417,E06000051,E12000005,2,1,13,1,,,1,0.656,0.134,0.522,0.522,0.522,0.522
2017,417,E06000051,E12000005,2,1,13,5,,,1,0,19.147,-19.147,0,-19.147,0
2017,417,E06000051,E12000005,2,1,13,7,,,1,148.767,58.024,90.743,148.376,90.743,148.376
2017,417,E06000051,E12000005,2,2,5,1,,,1,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,2,7,1,,,1,0.23,0,0.23,0.23,0.23,0.23
2017,417,E06000051,E12000005,2,3,4,4,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,4,6,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,4,7,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,4,9,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,5,3,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,5,5,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,5,6,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,5,9,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,6,2,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,6,4,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,6,5,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,6,6,,,2,0,0,0,0,0,0
2017,417,E06000051,E12000005,2,3,6,7,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,5,5,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,5,6,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,5,7,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,6,1,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,6,5,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,7,2,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,7,5,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,13,1,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,13,2,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,13,5,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,3,13,7,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,4,2,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,4,4,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,4,5,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,4,6,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,4,7,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,4,9,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,5,4,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,5,9,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,6,2,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,6,4,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,6,7,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,6,9,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,7,4,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,7,6,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,7,7,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,7,9,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,13,4,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,13,7,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,4,13,9,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,4,4,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,4,9,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,5,3,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,5,6,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,5,7,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,6,3,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,6,5,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,6,6,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,6,7,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,6,9,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,7,3,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,7,5,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,7,6,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,7,9,,,2,0,0,0,0,0,0
2017,325,E06000009,E12000002,2,5,13,3,,,2,0,0,0,0,0,0
2017,304,E08000001,E12000002,2,2,6,4,,,1,57,6,51,54,51,54
