UUID,LABEL,CASSR_CODE,CASSR_NAME,Time_Period_Desc,Indicator_Desc,Characteristic_Parent,Characteristic_Child,AGE_CATEGORY,Value
96213,2015/2016,325,Blackpool UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,325,Blackpool UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,326,Cheshire East UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,326,Cheshire East UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,15234.48
92122,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,326,Cheshire East UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,326,Cheshire East UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,326,Cheshire East UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,326,Cheshire East UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,326,Cheshire East UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,2416550.59
92202,2015/2016,326,Cheshire East UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,743247.3
92212,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,1049951.45
92222,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,278065.07
92232,2015/2016,326,Cheshire East UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,326,Cheshire East UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,2920634.17
92251,2014/2015,326,Cheshire East UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,951448.61
92261,2014/2015,326,Cheshire East UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,992889.88
92271,2014/2015,326,Cheshire East UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,326,Cheshire East UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,326,Cheshire East UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,326,Cheshire East UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,326,Cheshire East UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,326,Cheshire East UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,326,Cheshire East UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,278065.07
96213,2015/2016,326,Cheshire East UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,163119.2
96222,2015/2016,326,Cheshire East UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,404,Warwickshire,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,404,Warwickshire,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,404,Warwickshire,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,404,Warwickshire,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,404,Warwickshire,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,404,Warwickshire,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,404,Warwickshire,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,404,Warwickshire,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,404,Warwickshire,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,404,Warwickshire,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,404,Warwickshire,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,404,Warwickshire,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,404,Warwickshire,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,1929000
92202,2015/2016,404,Warwickshire,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,404,Warwickshire,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,203831
92212,2015/2016,404,Warwickshire,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,404,Warwickshire,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,1403171
92222,2015/2016,404,Warwickshire,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,404,Warwickshire,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,404,Warwickshire,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,404,Warwickshire,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,2698000
92251,2014/2015,404,Warwickshire,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,587522
92261,2014/2015,404,Warwickshire,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,1189090
92271,2014/2015,404,Warwickshire,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,404,Warwickshire,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,404,Warwickshire,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,404,Warwickshire,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,404,Warwickshire,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,404,Warwickshire,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,404,Warwickshire,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,404,Warwickshire,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,404,Warwickshire,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,407,Coventry,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,407,Coventry,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,407,Coventry,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,407,Coventry,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,407,Coventry,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,407,Coventry,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,407,Coventry,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,407,Coventry,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,407,Coventry,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,407,Coventry,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,407,Coventry,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,407,Coventry,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,407,Coventry,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92202,2015/2016,407,Coventry,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,407,Coventry,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92212,2015/2016,407,Coventry,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,407,Coventry,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92222,2015/2016,407,Coventry,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,407,Coventry,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,407,Coventry,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,407,Coventry,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92251,2014/2015,407,Coventry,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92261,2014/2015,407,Coventry,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92271,2014/2015,407,Coventry,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,407,Coventry,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,407,Coventry,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,407,Coventry,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,407,Coventry,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,407,Coventry,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,407,Coventry,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,407,Coventry,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,407,Coventry,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,410,Solihull,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,410,Solihull,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,410,Solihull,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,410,Solihull,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,410,Solihull,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,410,Solihull,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,410,Solihull,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,410,Solihull,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,410,Solihull,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,410,Solihull,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,410,Solihull,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,410,Solihull,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,410,Solihull,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92202,2015/2016,410,Solihull,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,410,Solihull,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,62949.35
92212,2015/2016,410,Solihull,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,410,Solihull,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92222,2015/2016,410,Solihull,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,410,Solihull,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,410,Solihull,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,410,Solihull,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92251,2014/2015,410,Solihull,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92261,2014/2015,410,Solihull,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92271,2014/2015,410,Solihull,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,410,Solihull,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,410,Solihull,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,410,Solihull,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,410,Solihull,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,410,Solihull,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,410,Solihull,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,410,Solihull,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,410,Solihull,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,417,Shropshire UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,417,Shropshire UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,417,Shropshire UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,417,Shropshire UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,417,Shropshire UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,417,Shropshire UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,417,Shropshire UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,1775989
92202,2015/2016,417,Shropshire UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,270400
92211,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,110240
92212,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,206700
92222,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,417,Shropshire UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,417,Shropshire UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,2170409
92251,2014/2015,417,Shropshire UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,82680
92261,2014/2015,417,Shropshire UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,289380
92271,2014/2015,417,Shropshire UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,417,Shropshire UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,417,Shropshire UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,417,Shropshire UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,417,Shropshire UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,417,Shropshire UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,417,Shropshire UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,417,Shropshire UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,417,Shropshire UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,418,Telford and the Wrekin UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,418,Telford and the Wrekin UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,418,Telford and the Wrekin UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,418,Telford and the Wrekin UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,418,Telford and the Wrekin UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,418,Telford and the Wrekin UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,418,Telford and the Wrekin UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,418,Telford and the Wrekin UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,418,Telford and the Wrekin UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,418,Telford and the Wrekin UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
